"visit_date","utm_source","utm_medium","utm_campaign","visitors_count","total_cost","leads_count","purchases_count","revenue"
2023-06-28,telegram.me,social,neobhodimyy-minimum-linux-dlya-produktivn,1,0,0,0,0
2023-06-28,twitter,social,webinars,1,0,0,0,0
2023-06-28,vk,cpm,java,1,0,0,0,0
2023-06-28,vk,social,base-python,1,0,0,0,0
2023-06-28,vk,social,prof-data-analyst,1,0,0,0,0
2023-06-28,vk,social,prof-qa,1,0,0,0,0
2023-06-28,vk,social,promo,1,0,0,0,0
2023-06-28,vk-group,cpc,dod-qa,1,0,0,0,0
2023-06-28,vk-senler,cpc,base-frontend,1,0,0,0,0
2023-06-28,vk-senler,cpc,dod-php,1,0,0,0,0
2023-06-28,yandex.com,organic,,1,0,0,0,0
2023-06-29,google,organic,,5921,0,0,0,0
2023-06-29,organic,organic,,1179,0,0,0,0
2023-06-29,yandex,cpc,freemium,227,14981,0,0,0
2023-06-29,yandex,cpc,prof-python,194,45967,0,0,0
2023-06-29,yandex,cpc,prof-frontend,149,65499,0,0,0
2023-06-29,yandex,cpc,prof-java,122,35170,0,0,0
2023-06-29,admitad,cpa,admitad,71,0,0,0,0
2023-06-29,yandex,cpc,base-python,61,16174,0,0,0
2023-06-29,yandex,cpc,base-java,49,11606,0,0,0
2023-06-29,vk-senler,cpc,base-python,47,0,0,0,0
2023-06-29,telegram,cpp,base-python,46,0,0,0,0
2023-06-29,bing.com,organic,,41,0,0,0,0
2023-06-29,yandex,cpc,prof-professions-brand,37,3262,0,0,0
2023-06-29,yandex,cpc,base-frontend,35,4003,0,0,0
2023-06-29,yandex,cpc,prof-data-analytics,29,0,0,0,0
2023-06-29,yandex,cpc,prof-professions-retarget,25,903,0,0,0
2023-06-29,vk,cpc,freemium-frontend,21,2538,0,0,0
2023-06-29,vk-senler,cpc,freemium,21,0,0,0,0
2023-06-29,telegram,social,hexlet-blog,20,0,0,0,0
2023-06-29,yandex,cpc,dod-frontend,18,0,0,0,0
2023-06-29,yandex,cpc,dod-professions,14,0,0,0,0
2023-06-29,telegram,cpp,prof-java,13,0,0,0,0
2023-06-29,vk,cpc,prof-python,13,4303,0,0,0
2023-06-29,yandex,cpc,dod-python-java,12,0,0,0,0
2023-06-29,vk,cpc,prof-frontend,11,5442,1,0,0
2023-06-29,yandex,cpc,dod-java,11,0,0,0,0
2023-06-29,telegram,cpp,base-java,9,0,0,0,0
2023-06-29,telegram,cpp,dod-qa,9,0,0,0,0
2023-06-29,vk,cpc,prof-java,8,5743,0,0,0
2023-06-29,vk,social,base-python,8,0,0,0,0
2023-06-29,vk,social,base-frontend,7,0,0,0,0
2023-06-29,vk,cpc,freemium-python,6,2052,0,0,0
2023-06-29,telegram,cpp,base-frontend,5,0,0,0,0
2023-06-29,yandex,cpc,dod-qa,5,7291,0,0,0
2023-06-29,telegram,cpp,prof-python,4,0,0,0,0
2023-06-29,vk,cpc,base-python,4,2511,0,0,0
2023-06-29,vk,cpp,base-java,4,0,0,0,0
2023-06-29,vk,social,base-java,4,0,0,0,0
2023-06-29,vk,social,general,4,0,0,0,0
2023-06-29,yandex,cpc,dod-php,4,0,0,0,0
2023-06-29,vk,cpc,freemium-java,3,1523,0,0,0
2023-06-29,yandex.com,organic,,3,0,0,0,0
2023-06-29,telegram,social,promo,2,0,0,0,0
2023-06-29,vc,cpp,dod-qa,2,0,0,0,0
2023-06-29,vk,social,all-courses,2,0,0,0,0
2023-06-29,yandex,cpc,base-professions-retarget,2,378,0,0,0
2023-06-29,admitad,cpc,"442763",1,0,0,0,0
2023-06-29,facebook,cpm,freemium-en,1,0,0,0,0
2023-06-29,go.mail.ru,organic,,1,0,0,0,0
2023-06-29,instagram,social,hexlet-blog,1,0,0,0,0
2023-06-29,instagram,social,prof-python,1,0,0,0,0
2023-06-29,partners,cpm,all,1,0,0,0,0
2023-06-29,partners,cpm,prof-data-analytics,1,0,0,0,0
2023-06-29,telegram,cpm,base,1,0,0,0,0
2023-06-29,telegram,cpp,dod-data-analytics,1,0,0,0,0
2023-06-29,telegram,cpp,dod-frontend,1,0,0,0,0
2023-06-29,telegram,cpp,prof-frontend,1,0,0,0,0
2023-06-29,telegram,social,analitik-dannyh,1,0,0,0,0
2023-06-29,telegram,social,dod-professions,1,0,0,0,0
2023-06-29,timepad,cpp,base-frontend,1,0,0,0,0
2023-06-29,twitter,social,hexlet-blog,1,0,0,0,0
2023-06-29,twitter.com,social,chto-napisat-v-soprovoditelnom-pisme-i,1,0,0,0,0
2023-06-29,vk,cpc,freemium,1,0,0,0,0
2023-06-29,vk,cpc,prof-data-analytics,1,0,0,0,0
2023-06-29,vk,social,prof-data-analyst,1,0,0,0,0
2023-06-29,vk,social,unpack,1,0,0,0,0
2023-06-29,vk-senler,cpc,dod-frontend,1,0,0,0,0
2023-06-30,organic,organic,,1068,0,0,0,0
2023-06-30,google,organic,,777,0,0,0,0
2023-06-30,yandex,cpc,freemium,200,17861,0,0,0
2023-06-30,yandex,cpc,prof-python,179,37628,0,0,0
2023-06-30,yandex,cpc,prof-frontend,165,53195,0,0,0
2023-06-30,yandex,cpc,prof-java,125,37068,0,0,0
2023-06-30,yandex,cpc,base-python,77,11174,0,0,0
2023-06-30,admitad,cpa,admitad,71,0,0,0,0
2023-06-30,yandex,cpc,base-java,64,7338,0,0,0
2023-06-30,bing.com,organic,,47,0,0,0,0
2023-06-30,yandex,cpc,prof-professions-brand,43,2821,0,0,0
2023-06-30,yandex,cpc,base-frontend,37,8231,0,0,0
2023-06-30,yandex,cpc,prof-data-analytics,37,0,0,0,0
2023-06-30,telegram,cpp,base-java,30,0,0,0,0
2023-06-30,yandex,cpc,dod-frontend,20,0,0,0,0
2023-06-30,yandex,cpc,prof-professions-retarget,19,1295,0,0,0
2023-06-30,telegram,social,hexlet-blog,16,0,0,0,0
2023-06-30,vk-senler,cpc,freemium,16,0,0,0,0
2023-06-30,vk-senler,cpc,base-python,15,0,0,0,0
2023-06-30,vk,cpc,prof-java,14,7529,0,0,0
2023-06-30,telegram,cpp,base-frontend,13,0,0,0,0
2023-06-30,telegram,cpp,base-python,13,0,0,0,0
2023-06-30,vk,cpc,freemium-python,12,2101,1,0,0
2023-06-30,yandex,cpc,dod-professions,12,0,0,0,0
2023-06-30,telegram,cpp,prof-java,8,0,1,0,0
2023-06-30,vk,cpc,freemium-frontend,8,2539,0,0,0
2023-06-30,yandex,cpc,dod-java,8,0,0,0,0
2023-06-30,telegram,cpp,prof-python,7,0,1,0,0
2023-06-30,vk,cpc,prof-python,7,4989,0,0,0
2023-06-30,yandex,cpc,dod-python-java,7,0,0,0,0
2023-06-30,vk,cpc,prof-frontend,6,4306,1,0,0
2023-06-30,vk,cpp,base-java,6,0,0,0,0
2023-06-30,vk,social,base-frontend,6,0,0,0,0
2023-06-30,yandex,cpc,base-professions-retarget,5,608,0,0,0
2023-06-30,yandex,cpc,dod-php,5,0,0,0,0
2023-06-30,yandex,cpc,dod-qa,5,6510,0,0,0
2023-06-30,vk,cpc,freemium-java,4,1524,0,0,0
2023-06-30,vk,social,base-java,4,0,0,0,0
2023-06-30,facebook,social,hexlet-blog,3,0,0,0,0
2023-06-30,vk,cpc,base-python,3,2284,0,0,0
2023-06-30,vk,cpp,intensive-python,3,0,0,0,0
2023-06-30,twitter,social,promo,2,0,0,0,0
2023-06-30,vk,cpp,base-frontend,2,0,0,0,0
2023-06-30,vk,social,all-courses,2,0,0,0,0
2023-06-30,vk,social,base-python,2,0,0,0,0
2023-06-30,vk,social,general,2,0,0,0,0
2023-06-30,vk,social,hexlet,2,0,0,0,0
2023-06-30,vk,social,prof-python,2,0,0,0,0
2023-06-30,admitad,cpc,"183258",1,0,0,0,0
2023-06-30,baidu.com,organic,,1,0,0,0,0
2023-06-30,facebook,cpc,freemium,1,0,0,0,0
2023-06-30,partners,cpm,prof-data-analytics,1,0,0,0,0
2023-06-30,rutube,social,all-courses,1,0,0,0,0
2023-06-30,social,youtube,php-open-lesson-260321,1,0,0,0,0
2023-06-30,telegram,cpp,dod-java,1,0,0,0,0
2023-06-30,telegram,social,course_completed,1,0,0,0,0
2023-06-30,telegram,social,dod-professions,1,0,0,0,0
2023-06-30,telegram,social,ni-dlya-kogo-ne-sekret--chto-iz-knig-mozhno,1,0,0,0,0
2023-06-30,telegram.me,social,neobhodimyy-minimum-linux-dlya-produktivn,1,0,0,0,0
2023-06-30,tg,social,internship_summer23,1,0,0,0,0
2023-06-30,vk,cpc,frontend,1,0,0,0,0
2023-06-30,vk,cpc,yaintern,1,0,0,0,0
2023-06-30,vk,cpp,dod-qa,1,0,0,0,0
2023-06-30,vkontakte,social,button-vk,1,0,0,0,0
2023-06-30,yandex.com,organic,,1,0,0,0,0
2023-06-30,zen,social,prof-frontend,1,0,0,0,0
